,tweet,bias
2730,"Today is Election Day in Kentucky, Mississippi, New Jersey, Virginia, and cities across the nation. Your vote matters — find your polling place, bring a friend, and head to the polls to make your voice heard: https://t.co/841UwMNWxp",0
4199,"The number is overwhelming, but each one represents a life thrown into uncertainty, a family unable to make ends meet, and a community worried about how it will recover.

We have to do more to help them. Now. https://t.co/TBtbqj5Kbw",0
9872,Interesting to watch Senator Richard Blumenthal of Connecticut talking about hoax Russian collusion when he was a phony Vietnam con artist!,1
7510,Media desperate to distract from Clinton's anti-2A stance. I said pro-2A citizens must organize and get out vote to save our Constitution!,1
14610,"On my way to Grand Rapids, Michigan right now. See you all very soon! # MAGApic.twitter.com/JjGAijXlRT",1
5509,Go to: https://t.co/eoxT07uII9,0
14799,"Democrats in Congress must return from their Vacations and change the Immigration Laws, or the Border, despite the great job being done by Border Patrol, will only get worse. Big sections of Wall now being built!",1
3551,"This election is about more than just beating Donald Trump. It’s about:

- Replacing Betsy DeVos with an actual educator
- Having an Attorney General who defends the Constitution, not the president
- Ensuring our EPA Administrator believes climate change is an existential threat",0
4127,"As Muslim families across America and around the world celebrate the beginning of Ramadan, @DrBiden and I want to extend our best wishes to all who are observing this holy month. Ramadan Mubarak. https://t.co/mhKD5YSN85",0
16491,"The Economy is doing GREAT, with tremendous upside potential! If the Fed would do what they should, we are a Rocket upward!",1
18276,"....They want to Impeach me (I’m not worried!), and yet they were all breaking the law in so many ways. How can they do that and yet impeach a very successful (Economy Plus) President of the United States, who has done nothing wrong? These people are Crazy!",1
14224,"The Democrats do not want us to detain, or send back, criminal aliens! This is a brand new demand. Crazy!",1
10045,"Congress, get ready to do your job - DACA!",1
8669,Campaigning to win the Electoral College is much more difficult & sophisticated than the popular vote. Hillary focused on the wrong states!,1
10426,"It is finally sinking through. 46% OF PEOPLE BELIEVE MAJOR NATIONAL NEWS ORGS FABRICATE STORIES ABOUT ME. FAKE NEWS, even worse! Lost cred.",1
14887,"As ONE UNITED NATION, we will work, we will pray, and we will fight for the day when every family across our land can live in a DRUG FREE AMERICA! # RxSummit2019https://twitter.com/RxSummit/status/1121110722749112321 …",1
4858,"In this moment, we have the chance to build an economy where everyone gets a fair return for their work and an equal chance to get ahead. One more vibrant and more powerful because everyone is in on the deal.

Here's how we'll do it: https://t.co/27Y38un2tM https://t.co/d0kM3yyglS",0
7123,"Spent time with Indiana Governor Mike Pence and family yesterday. Very impressed, great people!",1
9738,"""Six months in - it is the hope of GROWTHthat is making AmericaFOUR TRILLION DOLLARSRICHER."" -Stuart @ VarneyCo https://instagram.com/p/BWz90ClgzNv/ pic.twitter.com/x9MeUzDom6",1
2780,Our veterans and their families represent the absolute best that our country has to offer. I had the honor of spending Veterans Day in Iowa with a few of them. https://t.co/ziNM4qRHL2,0
18439,"“It’s my opinion as a lawyer that the Articles of Impeachment are defective on their face, which means I would like to see a Motion to Dismiss and have this disbursed without the necessity of a trial. I don’t think there should be a trial. I think it should be dismissed....",1
583,"VP Biden on the GOP: “Their policies put the middle class in a deep hole, which we’ve been helping them climb out of for the last 4 years.”",0
14094,“The Historic Results of President Donald J. Trump’s First Two Years in Office”https://www.whitehouse.gov/briefings-statements/the-historic-results-of-president-donald-j-trumps-first-two-years-in-office/ …,1
2727,"I’ve released 21 years of my tax returns — why hasn’t President Trump?

He should release his taxes or shut up about corruption. https://t.co/7NrKkagZlt",0
10494,"The Fake News is working overtime. As Paul Manaforts lawyer said, there was ""no collusion"" and events mentioned took place long before he...",1
15791,"A big subject today at the White House Social Media Summit will be the tremendous dishonesty, bias, discrimination and suppression practiced by certain companies. We will not let them get away with it much longer. The Fake News Media will also be there, but for a limited period..",1
767,"“Romney getting tough on China, I got one word for it: Malarkey! It’s absolute malarkey.”—VP Biden in Beloit, WI",0
10438,So nice being with Republican Senators today. Multiple standing ovations! Most are great people who want big Tax Cuts and success for U.S.,1
6800,Congratulations to @ seanhannity on his tremendous increase in television ratings. Speaking of ratings- I will be on his show tonight @10pE.,1
17469,The Witch Hunt continues!https://twitter.com/SteveScalise/status/1186617655479943168 …,1
741,.@BarackObama and VP Biden are moving us forward on equal rights: http://t.co/vVx3qyYP,0
4755,Donald Trump needs to spend less time playing golf and more time listening to experts like Dr. Fauci.,0
5552,"I’m delivering remarks from Grand Rapids, Michigan. Tune in. https://t.co/LhZJjc4wIb",0
5369,"We all want a COVID-19 vaccine as soon as possible, but it needs to be based on science — not politics. Tune in as I discuss how we can develop and equitably distribute a safe and effective vaccine: https://t.co/KPxTaqAiVd",0
5597,"Folks, we can save nearly 100,000 lives by the end of the year if everyone wears a mask in public.

Do your part. Protect your neighbors. Wear a mask.",0
2007,"If we cannot rise to meet this moment, it won’t just be a political failure. It will be a moral one. It will mean that we accept the next inevitable tragedy.

We cannot allow that to happen. We must end our gun violence epidemic. https://t.co/LmiZkk2NDT",0
6509,"Unlike crooked Hillary Clinton, who wants to destroy all miners, I want wages to go up in America. We will do so by bringing back jobs!",1
14256,"Important meetings and calls on China Trade Deal, and more, today with my staff. Big progress being made on soooo many different fronts! Our Country has such fantastic potential for future growth and greatness on an even higher level!",1
204,VP Biden was on the road talking to Iowans last week—check out his speech in Dubuque: http://t.co/Gfi5bTxy,0
5800,"We are in a battle for the soul of this nation — and it’s a battle we can and must win.

Vote. https://t.co/eoxT07d7QB",0
1278,"The fires continue to burn in California, and our firefighters are among those who are losing everything. Right now, no matter where you live, you can help. Please give to support firefighters who have lost their homes to the wildfires: https://t.co/BwM7gzZAjw",0
18142,Looking like very good Democrat support for USMCA. That would be great for our Country!,1
15957,"I was saddened to learn of the recent passing of Bob Morgenthau, a truly great man! Bob served as a Naval Officer in World War II, was an extraordinary US Attorney, Manhattan District Attorney, and always a warrior for our Country that he loved so dearly....",1
1461,Teachers like Ronniece are not only educating our children — they’re building the future of our country. https://t.co/Jr1Qf84sfq,0
4378,"It didn’t have to be this bad. The hard truth is that Donald Trump failed to take action, and it cost American lives. https://t.co/qhkliK1i5Z",0
3890,"We've gotta act now to keep the doors open for small businesses on Main Street.

It's simple: The government provides the guarantees; the banks have to move the loans out fast.

If they won't, we need a financial version of the Defense Production Act to make it happen. https://t.co/k4ePem9xLX",0
16470,"“The infestation of bedbugs at The New York Times office” @ OANN was perhaps brought in by lightweight journalist Bret Stephens, a Conservative who does anything that his bosses at the paper tell him to do! He is now quitting Twitter after being called a “bedbug.” Tough guy!",1
6907,I rarely agree with President Obama- however he is 100% correct about Crooked Hillary Clinton. Great ad!https://amp.twimg.com/v/00d3ec5a-8ed2-4ad1-b5bb-df95de668bae …,1
